market	~	~	0
spelling	os	so	18000
spelling	ot	to	18000
spelling	ou	uo	18000
spelling	ov	vo	18000
spelling	ow	wo	18000
spelling	ox	xo	18000
spelling	oy	yo	18000
spelling	oz	zo	18000
spelling	pa	ap	18000
spelling	pb	bp	18000
spelling	pc	cp	18000
spelling	pd	dp	18000
spelling	pe	ep	18000
spelling	pf	fp	18000
spelling	pg	gp	18000
spelling	ph	hp	18000
spelling	pi	ip	18000
spelling	pj	jp	18000
spelling	pk	kp	18000
spelling	pl	lp	18000
spelling	pm	mp	18000
spelling	pn	np	18000
spelling	po	op	18000
spelling	pq	qp	18000
spelling	pr	rp	18000
spelling	ps	sp	18000
spelling	pt	tp	18000
spelling	pu	up	18000
spelling	pv	vp	18000
spelling	pw	wp	18000
spelling	px	xp	18000
spelling	py	yp	18000
spelling	pz	zp	18000
spelling	qa	aq	18000
spelling	qb	bq	18000
spelling	qc	cq	18000
spelling	qd	dq	18000
spelling	qe	eq	18000
spelling	qf	fq	18000
spelling	qg	gq	18000
spelling	qh	hq	18000
spelling	qi	iq	18000
spelling	qj	jq	18000
spelling	qk	kq	18000
spelling	ql	lq	18000
spelling	qm	mq	18000
spelling	qn	nq	18000
spelling	qo	oq	18000
spelling	qp	pq	18000
spelling	qr	rq	18000
spelling	qs	sq	18000
spelling	qt	tq	18000
spelling	qu	uq	18000
spelling	qv	vq	18000
spelling	qw	wq	18000
spelling	qx	xq	18000
spelling	qy	yq	18000
spelling	qz	zq	18000
spelling	ra	ar	18000
spelling	rb	br	18000
spelling	rc	cr	18000
spelling	rd	dr	18000
spelling	re	er	18000
spelling	rf	fr	18000
spelling	rg	gr	18000
spelling	rh	hr	18000
spelling	ri	ir	18000
spelling	rj	jr	18000
spelling	rk	kr	18000
spelling	rl	lr	18000
spelling	rm	mr	18000
spelling	rn	nr	18000
spelling	ro	or	18000
spelling	rp	pr	18000
spelling	rq	qr	18000
spelling	rs	sr	18000
spelling	rt	tr	18000
spelling	ru	ur	18000
spelling	rv	vr	18000
spelling	rw	wr	18000
spelling	rx	xr	18000
spelling	ry	yr	18000
spelling	rz	zr	18000
spelling	sa	as	18000
spelling	sb	bs	18000
spelling	sc	cs	18000
spelling	sd	ds	18000
spelling	se	es	18000
spelling	sf	fs	18000
spelling	sg	gs	18000
spelling	sh	hs	18000
spelling	si	is	18000
spelling	sj	js	18000
spelling	sk	ks	18000
spelling	sl	ls	18000
spelling	sm	ms	18000
spelling	sn	ns	18000
spelling	so	os	18000
spelling	sp	ps	18000
spelling	sq	qs	18000
spelling	sr	rs	18000
spelling	st	ts	18000
spelling	su	us	18000
spelling	sv	vs	18000
spelling	sw	ws	18000
spelling	sx	xs	18000
spelling	sy	ys	18000
spelling	sz	zs	18000
spelling	ta	at	18000
spelling	tb	bt	18000
spelling	tc	ct	18000
spelling	td	dt	18000
spelling	te	et	18000
spelling	tf	ft	18000
spelling	tg	gt	18000
spelling	th	ht	18000
spelling	ti	it	18000
spelling	tj	jt	18000
spelling	tk	kt	18000
spelling	tl	lt	18000
spelling	tm	mt	18000
spelling	tn	nt	18000
spelling	to	ot	18000
spelling	tp	pt	18000
spelling	tq	qt	18000
spelling	tr	rt	18000
spelling	ts	st	18000
spelling	tu	ut	18000
spelling	tv	vt	18000
spelling	tw	wt	18000
spelling	tx	xt	18000
spelling	ty	yt	18000
spelling	tz	zt	18000
spelling	ua	au	18000
spelling	ub	bu	18000
spelling	uc	cu	18000
spelling	ud	du	18000
spelling	ue	eu	18000
spelling	uf	fu	18000
spelling	ug	gu	18000
spelling	uh	hu	18000
spelling	ui	iu	18000
spelling	uj	ju	18000
spelling	uk	ku	18000
spelling	ul	lu	18000
spelling	um	mu	18000
spelling	un	nu	18000
spelling	uo	ou	18000
spelling	up	pu	18000
spelling	uq	qu	18000
spelling	ur	ru	18000
spelling	us	su	18000
spelling	ut	tu	18000
spelling	uv	vu	18000
spelling	uw	wu	18000
spelling	ux	xu	18000
spelling	uy	yu	18000
spelling	uz	zu	18000
spelling	va	av	18000
spelling	vb	bv	18000
spelling	vc	cv	18000
spelling	vd	dv	18000
spelling	ve	ev	18000
spelling	vf	fv	18000
spelling	vg	gv	18000
spelling	vh	hv	18000
spelling	vi	iv	18000
spelling	vj	jv	18000
spelling	vk	kv	18000
spelling	vl	lv	18000
spelling	vm	mv	18000
spelling	vn	nv	18000
spelling	vo	ov	18000
spelling	vp	pv	18000
spelling	vq	qv	18000
spelling	vr	rv	18000
spelling	vs	sv	18000
spelling	vt	tv	18000
spelling	vu	uv	18000
spelling	vw	wv	18000
spelling	vx	xv	18000
spelling	vy	yv	18000
spelling	vz	zv	18000
spelling	wa	aw	18000
spelling	wb	bw	18000
spelling	wc	cw	18000
spelling	wd	dw	18000
spelling	we	ew	18000
spelling	wf	fw	18000
spelling	wg	gw	18000
spelling	wh	hw	18000
spelling	wi	iw	18000
spelling	wj	jw	18000
spelling	wk	kw	18000
spelling	wl	lw	18000
spelling	wm	mw	18000
spelling	wn	nw	18000
spelling	wo	ow	18000
spelling	wp	pw	18000
spelling	wq	qw	18000
spelling	wr	rw	18000
spelling	ws	sw	18000
spelling	wt	tw	18000
spelling	wu	uw	18000
spelling	wv	vw	18000
spelling	wx	xw	18000
spelling	wy	yw	18000
spelling	wz	zw	18000
spelling	xa	ax	18000
spelling	xb	bx	18000
spelling	xc	cx	18000
spelling	xd	dx	18000
spelling	xe	ex	18000
spelling	xf	fx	18000
spelling	xg	gx	18000
spelling	xh	hx	18000
spelling	xi	ix	18000
spelling	xj	jx	18000
spelling	xk	kx	18000
spelling	xl	lx	18000
spelling	xm	mx	18000
spelling	xn	nx	18000
spelling	xo	ox	18000
spelling	xp	px	18000
spelling	xq	qx	18000
spelling	xr	rx	18000
spelling	xs	sx	18000
spelling	xt	tx	18000
spelling	xu	ux	18000
spelling	xv	vx	18000
spelling	xw	wx	18000
spelling	xy	yx	18000
spelling	xz	zx	18000
spelling	ya	ay	18000
spelling	yb	by	18000
spelling	yc	cy	18000
spelling	yd	dy	18000
spelling	ye	ey	18000
spelling	yf	fy	18000
spelling	yg	gy	18000
spelling	yh	hy	18000
spelling	yi	iy	18000
spelling	yj	jy	18000
spelling	yk	ky	18000
spelling	yl	ly	18000
spelling	ym	my	18000
spelling	yn	ny	18000
spelling	yo	oy	18000
spelling	yp	py	18000
spelling	yq	qy	18000
spelling	yr	ry	18000
spelling	ys	sy	18000
spelling	yt	ty	18000
spelling	yu	uy	18000
spelling	yv	vy	18000
spelling	yw	wy	18000
spelling	yx	xy	18000
spelling	yz	zy	18000
spelling	za	az	18000
spelling	zb	bz	18000
spelling	zc	cz	18000
spelling	zd	dz	18000
spelling	ze	ez	18000
spelling	zf	fz	18000
spelling	zg	gz	18000
spelling	zh	hz	18000
spelling	zi	iz	18000
spelling	zj	jz	18000
spelling	zk	kz	18000
spelling	zl	lz	18000
spelling	zm	mz	18000
spelling	zn	nz	18000
spelling	zo	oz	18000
spelling	zp	pz	18000
spelling	zq	qz	18000
spelling	zr	rz	18000
spelling	zs	sz	18000
spelling	zt	tz	18000
spelling	zu	uz	18000
spelling	zv	vz	18000
spelling	zw	wz	18000
spelling	zx	xz	18000
spelling	zy	yz	18000
